order_id,order_date,order_priority,order_quantity,sales ,unit_price,ship_mode,shipping_cost,province,customer_segment,product_category,product_sub_category,product_container,ship_date
49602,03/08/2019,Not Specified,31,5220.14,168.39,Delivery Truck,70.9,Alberta,Home Office,Furniture,Bookcases,Jumbo Box,03/09/2019
31523,03/08/2019,Low,19,191.88,10.10,Regular Air,8.9,Ontario,Home Office,Office Supplies,Envelopes,Small Box,3/13/2019
31523,03/08/2019,Low,17,113.26,6.66,Regular Air,2.9,Ontario,Home Office,Technology,Computer Peripherals,Small Pack,03/10/2019
51620,03/08/2019,Medium,12,186.15,15.51,Regular Air,4.8,Quebec,Corporate,Office Supplies,Storage & Organization,Small Box,03/09/2019
34497,03/09/2016,Medium,36,187.62,5.21,Regular Air,8.1,Manitoba,Consumer,Office Supplies,Paper,Small Box,03/10/2016
34497,03/09/2016,Medium,25,631.94,25.28,Regular Air,8.8,Manitoba,Consumer,Office Supplies,Paper,Small Box,03/11/2016
13632,03/09/2016,Medium,6,651.56,108.59,Express Air,21.4,New Brunswick,Home Office,Technology,Office Machines,Small Box,03/11/2016
37095,03/09/2016,Low,3,20210.16,6736.72,Regular Air,26.2,Alberta,Consumer,Technology,Office Machines,Large Box,3/13/2016
4737,03/09/2017,Not Specified,49,336.20,6.86,Regular Air,3.3,Saskachewan,Corporate,Office Supplies,Paper,Wrap Bag,03/10/2017
52098,03/09/2017,Medium,19,868.90,45.73,Regular Air,11.3,Ontario,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,03/09/2017
40034,03/09/2018,Medium,47,645.95,13.74,Express Air,5.2,Alberta,Consumer,Office Supplies,Paper,Small Box,03/10/2018
27554,03/09/2018,Critical,45,13573.53,301.63,Delivery Truck,43,Yukon,Small Business,Furniture,Tables,Jumbo Box,03/11/2018
44610,03/09/2018,High,31,136.85,4.41,Regular Air,0.5,British Columbia,Consumer,Office Supplies,Labels,Small Box,03/09/2018
58086,03/09/2018,Medium,31,1752.87,56.54,Regular Air,14.9,Manitoba,Corporate,Office Supplies,Paper,Small Box,03/10/2018
47714,03/09/2018,Medium,30,188.48,6.28,Regular Air,7.5,Prince Edward Island,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,03/10/2018
47714,03/09/2018,Medium,29,3152.27,108.70,Delivery Truck,44.6,Ontario,Corporate,Furniture,Tables,Jumbo Box,03/10/2018
58086,03/09/2018,Medium,27,165.44,6.13,Regular Air,7.5,Manitoba,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,03/10/2018
10916,03/09/2018,Medium,23,144.78,6.29,Regular Air,5.4,British Columbia,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,03/09/2018
20453,03/09/2018,Medium,23,481.92,20.95,Regular Air,6.6,Ontario,Home Office,Furniture,Office Furnishings,Small Pack,03/11/2018
20453,03/09/2018,Medium,17,1276.64,75.10,Express Air,1.1,Ontario,Home Office,Technology,Telephones and Communication,Wrap Bag,03/11/2018
54081,03/09/2018,Low,2,61.53,30.77,Regular Air,2.1,British Columbia,Home Office,Technology,Computer Peripherals,Small Pack,03/11/2018
22085,03/09/2019,Low,41,284.20,6.93,Regular Air,7.9,Manitoba,Home Office,Office Supplies,Paper,Small Box,03/11/2019
2848,03/09/2019,Critical,35,1579.74,45.14,Express Air,17,British Columbia,Home Office,Furniture,Office Furnishings,Medium Box,03/11/2019
22085,03/09/2019,Low,27,518.98,19.22,Regular Air,10.1,Manitoba,Home Office,Office Supplies,Storage & Organization,Small Box,03/09/2019
42471,03/09/2019,Low,23,48.03,2.09,Regular Air,1.7,Quebec,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,03/11/2019
2848,03/09/2019,Critical,8,924.03,115.50,Regular Air,9.6,British Columbia,Home Office,Technology,Telephones and Communication,Small Box,03/11/2019
53281,04/01/2016,Critical,40,15061.31,376.53,Delivery Truck,63,Ontario,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,04/03/2016
22978,04/01/2016,Medium,28,1928.09,68.86,Delivery Truck,34.7,Saskachewan,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,04/02/2016
48518,04/01/2016,Medium,17,626.45,36.85,Express Air,5.4,Ontario,Corporate,Office Supplies,Paper,Wrap Bag,04/03/2016
2754,04/01/2016,High,16,1527.61,95.48,Regular Air,1.1,Ontario,Home Office,Office Supplies,Appliances,Small Box,04/03/2016
2754,04/01/2016,High,11,534.21,48.56,Express Air,6.3,Ontario,Home Office,Office Supplies,Paper,Small Box,04/03/2016
38596,04/01/2017,Medium,20,207.26,10.36,Regular Air,5.2,Saskachewan,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,04/02/2017
19812,04/01/2017,Low,3,1453.89,484.63,Delivery Truck,48.9,Alberta,Home Office,Furniture,Tables,Jumbo Box,04/06/2017
58372,04/01/2018,Low,48,196.99,4.10,Regular Air,0.7,Nova Scotia,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,04/06/2018
28805,04/01/2018,Medium,46,521.63,11.34,Regular Air,5,Ontario,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,04/03/2018
12323,04/01/2018,Not Specified,32,549.70,17.18,Regular Air,10.8,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,04/02/2018
55715,04/01/2018,Critical,28,180.37,6.44,Express Air,3.2,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,04/03/2018
58372,04/01/2018,Low,16,40.87,2.55,Express Air,1.1,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,04/05/2018
28805,04/01/2018,Medium,14,104.79,7.49,Regular Air,52.4,Ontario,Corporate,Office Supplies,Appliances,Large Box,04/03/2018
12323,04/01/2018,Not Specified,4,39.38,9.85,Regular Air,5.6,Ontario,Corporate,Furniture,Office Furnishings,Small Box,04/03/2018
28805,04/01/2018,Medium,4,27.31,6.83,Regular Air,1.6,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,04/03/2018
18208,04/01/2019,Not Specified,36,88.79,2.47,Regular Air,5.6,Saskachewan,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,04/03/2019
47041,04/01/2019,Not Specified,35,164.78,4.71,Regular Air,2.1,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,04/03/2019
18208,04/01/2019,Not Specified,34,211.27,6.21,Regular Air,1.5,Saskachewan,Corporate,Office Supplies,Envelopes,Small Box,04/03/2019
21604,04/01/2019,Medium,6,2652.40,442.07,Express Air,21.4,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,04/03/2019
8546,04/01/2019,High,4,55.58,13.90,Express Air,2.1,New Brunswick,Small Business,Technology,Computer Peripherals,Small Pack,04/03/2019
36706,04/10/2016,Not Specified,47,949.57,20.20,Regular Air,1.6,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,04/12/2016
58279,04/10/2016,Medium,44,1409.55,32.04,Regular Air,3.2,British Columbia,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,04/10/2016
56677,04/10/2016,High,35,460.69,13.16,Regular Air,3,Ontario,Corporate,Furniture,Office Furnishings,Small Pack,04/11/2016
36706,04/10/2016,Not Specified,7,380.89,54.41,Regular Air,21.4,Ontario,Small Business,Office Supplies,Paper,Small Box,04/12/2016
16643,04/10/2017,Low,46,472.30,10.27,Regular Air,2.2,Yukon,Home Office,Office Supplies,Paper,Wrap Bag,4/14/2017
16643,04/10/2017,Low,40,334.51,8.36,Regular Air,0.5,Yukon,Home Office,Office Supplies,Labels,Small Box,4/14/2017
29121,04/10/2017,Medium,31,3431.45,110.69,Regular Air,8.2,Prince Edward Island,Corporate,Technology,Telephones and Communication,Small Box,04/12/2017
7078,04/10/2017,High,29,498.11,17.18,Express Air,9.6,Alberta,Corporate,Furniture,Office Furnishings,Small Pack,04/11/2017
52839,04/10/2017,High,25,1239.70,49.59,Regular Air,2.7,Alberta,Home Office,Technology,Telephones and Communication,Small Pack,04/11/2017
55203,04/10/2017,Low,18,1064.09,59.12,Regular Air,8.2,British Columbia,Corporate,Technology,Telephones and Communication,Small Box,04/10/2017
7078,04/10/2017,High,16,2075.43,129.71,Delivery Truck,75.1,Alberta,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,04/12/2017
3040,04/10/2017,Medium,13,105.28,8.10,Express Air,7.1,Manitoba,Consumer,Office Supplies,Paper,Small Box,04/11/2017
7078,04/10/2017,High,11,53.05,4.82,Express Air,6.7,Alberta,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,04/11/2017
7078,04/10/2017,High,9,119.97,13.33,Regular Air,6.5,Alberta,Corporate,Office Supplies,Appliances,Medium Box,04/12/2017
52839,04/10/2017,High,8,32.28,4.04,Regular Air,4.2,Alberta,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,04/10/2017
52423,04/10/2018,Critical,49,1855.81,37.87,Regular Air,2.1,British Columbia,Home Office,Technology,Computer Peripherals,Small Pack,04/12/2018
6180,04/10/2018,Medium,44,2614.38,59.42,Regular Air,4.3,Alberta,Home Office,Technology,Telephones and Communication,Small Box,04/12/2018
49027,04/10/2018,High,41,758.45,18.50,Regular Air,9.6,British Columbia,Home Office,Furniture,Office Furnishings,Small Pack,04/11/2018
5251,04/10/2018,Medium,38,4088.51,107.59,Express Air,6.4,Ontario,Corporate,Technology,Telephones and Communication,Small Box,04/12/2018
15907,04/10/2018,High,36,3982.85,110.63,Express Air,15,Northwest Territories,Home Office,Furniture,Office Furnishings,Medium Box,4/13/2018
15907,04/10/2018,High,36,1966.06,54.61,Delivery Truck,57.9,Northwest Territories,Home Office,Furniture,Bookcases,Jumbo Box,04/12/2018
23522,04/10/2018,Critical,36,249.72,6.94,Regular Air,9.3,Quebec,Small Business,Office Supplies,Paper,Small Box,04/12/2018
45025,04/10/2018,High,26,78.99,3.04,Regular Air,1.6,Manitoba,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,4/13/2018
52423,04/10/2018,Critical,25,1206.99,48.28,Regular Air,6.7,British Columbia,Home Office,Office Supplies,Storage & Organization,Small Box,04/11/2018
23522,04/10/2018,Critical,20,1153.26,57.66,Express Air,9.6,Quebec,Small Business,Technology,Telephones and Communication,Small Box,04/12/2018
23522,04/10/2018,Critical,19,3102.98,163.31,Regular Air,5.9,Quebec,Small Business,Technology,Computer Peripherals,Small Box,04/11/2018
23522,04/10/2018,Critical,8,193.06,24.13,Regular Air,12,Ontario,Small Business,Furniture,Office Furnishings,Large Box,04/11/2018
15907,04/10/2018,High,4,30.01,7.50,Regular Air,2.3,Northwest Territories,Home Office,Office Supplies,Paper,Wrap Bag,04/11/2018
13894,04/10/2019,Medium,50,1648.10,32.96,Regular Air,1.3,Ontario,Home Office,Technology,Telephones and Communication,Small Pack,04/11/2019
3205,04/10/2019,Low,42,3111.16,74.08,Express Air,73.8,Quebec,Consumer,Furniture,Tables,Large Box,4/14/2019
13894,04/10/2019,Medium,31,95.42,3.08,Regular Air,0.9,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,04/11/2019
3205,04/10/2019,Low,8,146.17,18.27,Regular Air,4,Quebec,Consumer,Furniture,Office Furnishings,Small Pack,04/10/2019
27939,04/10/2019,Medium,8,64.38,8.05,Regular Air,6.1,Alberta,Corporate,Office Supplies,Paper,Small Box,04/12/2019
55040,04/11/2016,High,34,310.31,9.13,Regular Air,9.6,British Columbia,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,4/13/2016
55040,04/11/2016,High,24,205.22,8.55,Regular Air,2.8,British Columbia,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,04/11/2016
55040,04/11/2016,High,8,312.85,39.11,Regular Air,6.8,British Columbia,Consumer,Office Supplies,Storage & Organization,Small Box,4/13/2016
55040,04/11/2016,High,2,5020.72,2510.36,Delivery Truck,31.8,British Columbia,Consumer,Technology,Office Machines,Jumbo Drum,4/13/2016
45409,04/11/2017,Critical,50,955.66,19.11,Regular Air,1.3,British Columbia,Corporate,Technology,Telephones and Communication,Small Pack,4/14/2017
2272,04/11/2017,High,39,8217.91,210.72,Delivery Truck,55.9,Ontario,Consumer,Furniture,Tables,Jumbo Box,04/11/2017
56001,04/11/2017,Low,17,126.65,7.45,Express Air,7.9,British Columbia,Home Office,Office Supplies,Paper,Small Box,4/15/2017
11456,04/11/2017,Low,15,1626.29,108.42,Regular Air,26.2,Northwest Territories,Corporate,Furniture,Office Furnishings,Large Box,4/18/2017
45409,04/11/2017,Critical,11,3667.22,333.38,Delivery Truck,63.1,British Columbia,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,4/14/2017
45409,04/11/2017,Critical,10,38.80,3.88,Regular Air,4.2,British Columbia,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,04/12/2017
20899,04/11/2017,Low,9,529.76,58.86,Regular Air,11.5,Ontario,Home Office,Office Supplies,Paper,Small Box,4/20/2017
17985,04/11/2018,Medium,50,908.46,18.17,Regular Air,3.5,Ontario,Home Office,Technology,Telephones and Communication,Small Pack,4/13/2018
26406,04/11/2018,Not Specified,40,179.18,4.48,Regular Air,5.8,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,4/14/2018
17985,04/11/2018,Medium,4,507.05,126.76,Delivery Truck,32.1,Ontario,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,04/12/2018
57767,04/11/2019,Critical,34,3609.87,106.17,Regular Air,9.6,Saskachewan,Corporate,Technology,Telephones and Communication,Small Box,4/13/2019
49062,04/11/2019,Low,33,110.55,3.35,Regular Air,2.2,Manitoba,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,4/18/2019
19044,04/11/2019,Low,32,5136.47,160.51,Regular Air,15,British Columbia,Corporate,Technology,Office Machines,Medium Box,4/13/2019
19044,04/11/2019,Low,29,290.32,10.01,Regular Air,10.1,British Columbia,Corporate,Office Supplies,Storage & Organization,Small Box,4/18/2019
59589,04/11/2019,Medium,25,1722.98,68.92,Regular Air,7.4,Ontario,Home Office,Office Supplies,Storage & Organization,Small Box,04/11/2019
48128,04/11/2019,Medium,5,2782.47,556.49,Express Air,26.2,Saskachewan,Consumer,Technology,Copiers and Fax,Large Box,04/12/2019
56453,04/11/2019,Critical,1,2919.66,2919.66,Delivery Truck,31.8,Northwest Territories,Corporate,Technology,Office Machines,Jumbo Drum,04/12/2019
44448,04/12/2016,Critical,28,1017.63,36.34,Regular Air,2.1,Ontario,Small Business,Technology,Computer Peripherals,Small Pack,4/14/2016
55046,04/12/2016,Critical,2,31.37,15.69,Express Air,11.9,Manitoba,Small Business,Office Supplies,Paper,Small Box,4/13/2016
9635,04/12/2016,Critical,1,3.66,3.66,Regular Air,1.6,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,4/14/2016
11975,04/12/2018,Critical,43,225.41,5.24,Regular Air,6.1,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,4/14/2018
4769,04/12/2018,Not Specified,41,125.62,3.06,Regular Air,0.5,Quebec,Home Office,Office Supplies,Labels,Small Box,4/13/2018
40803,04/12/2018,Low,35,10998.31,314.24,Delivery Truck,69.3,British Columbia,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,4/14/2018
40803,04/12/2018,Low,22,88.83,4.04,Regular Air,1.6,British Columbia,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,4/17/2018
15780,04/12/2018,Critical,19,76.79,4.04,Regular Air,0.8,Ontario,Corporate,Office Supplies,Rubber Bands,Wrap Bag,4/14/2018
56418,04/12/2019,Critical,47,1726.81,36.74,Regular Air,8.8,Ontario,Corporate,Office Supplies,Storage & Organization,Small Box,4/13/2019
45575,04/12/2019,Critical,46,4118.61,89.54,Regular Air,5.4,Manitoba,Small Business,Office Supplies,Envelopes,Small Box,04/12/2019
18373,04/12/2019,Critical,35,7070.82,202.02,Regular Air,1.1,Quebec,Corporate,Office Supplies,Appliances,Small Box,04/12/2019
52225,04/12/2019,Critical,33,1945.15,58.94,Regular Air,11.5,Manitoba,Corporate,Office Supplies,Paper,Small Box,4/13/2019
2052,04/12/2019,High,23,115.49,5.02,Regular Air,5.7,Yukon,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,4/14/2019
52225,04/12/2019,Critical,10,140.27,14.03,Regular Air,3,Manitoba,Corporate,Furniture,Office Furnishings,Small Pack,4/13/2019
8422,4/13/2016,Medium,33,1073.97,32.54,Express Air,4.3,Quebec,Home Office,Technology,Computer Peripherals,Small Box,4/15/2016
8422,4/13/2016,Medium,18,4507.64,250.42,Delivery Truck,57.9,Nova Scotia,Home Office,Furniture,Tables,Jumbo Box,4/14/2016
32999,4/13/2016,Low,14,1483.72,105.98,Delivery Truck,38.3,Newfoundland,Home Office,Furniture,Bookcases,Jumbo Box,4/18/2016
9216,4/13/2018,Medium,36,6396.06,177.67,Delivery Truck,59.1,Prince Edward Island,Consumer,Office Supplies,Appliances,Jumbo Drum,4/15/2018
17702,4/13/2019,High,48,394.82,8.23,Regular Air,9.9,Ontario,Home Office,Office Supplies,Appliances,Small Box,4/14/2019
39876,4/13/2019,High,46,937.95,20.39,Regular Air,5.6,Manitoba,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,4/15/2019
39876,4/13/2019,High,43,17408.71,404.85,Regular Air,21.4,Manitoba,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,4/15/2019
39876,4/13/2019,High,41,5350.93,130.51,Delivery Truck,55.6,Manitoba,Consumer,Furniture,Tables,Jumbo Box,4/15/2019
44422,4/13/2019,Medium,36,335.80,9.33,Regular Air,3.2,Manitoba,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,4/15/2019
51202,4/13/2019,High,34,182.39,5.36,Regular Air,6.1,New Brunswick,Small Business,Office Supplies,Paper,Small Box,4/14/2019
24066,4/13/2019,High,30,4578.11,152.60,Delivery Truck,70.9,Manitoba,Home Office,Furniture,Bookcases,Jumbo Box,4/15/2019
52164,4/13/2019,Not Specified,30,1952.59,65.09,Regular Air,9.4,Ontario,Small Business,Technology,Telephones and Communication,Small Box,4/15/2019
8450,4/13/2019,Not Specified,24,1398.49,58.27,Regular Air,1.1,Saskachewan,Home Office,Office Supplies,Appliances,Small Box,4/15/2019
8450,4/13/2019,Not Specified,22,44.29,2.01,Regular Air,1.6,Saskachewan,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,4/14/2019
44422,4/13/2019,Medium,11,215.71,19.61,Regular Air,1.1,Manitoba,Corporate,Technology,Telephones and Communication,Wrap Bag,4/15/2019
17702,4/13/2019,High,9,283.15,31.46,Express Air,4.3,British Columbia,Home Office,Technology,Computer Peripherals,Small Box,4/13/2019
51202,4/13/2019,High,4,33.05,8.26,Regular Air,8.2,New Brunswick,Small Business,Office Supplies,Paper,Small Box,4/15/2019
44422,4/13/2019,Medium,1,16.82,16.82,Regular Air,4.8,Manitoba,Corporate,Office Supplies,Appliances,Small Box,4/15/2019
33220,4/14/2016,Not Specified,49,3521.51,71.87,Regular Air,3.7,Saskachewan,Consumer,Office Supplies,Appliances,Small Box,4/14/2016
58818,4/14/2016,Critical,41,1067.91,26.05,Regular Air,2.1,New Brunswick,Consumer,Technology,Computer Peripherals,Small Pack,4/15/2016
33220,4/14/2016,Not Specified,40,788.55,19.71,Regular Air,11.2,Saskachewan,Consumer,Furniture,Office Furnishings,Small Box,4/17/2016
35041,4/14/2016,Not Specified,28,474.79,16.96,Regular Air,16.1,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,4/14/2016
58818,4/14/2016,Critical,20,4657.73,232.89,Delivery Truck,30.1,New Brunswick,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,4/16/2016
54336,4/14/2017,Medium,50,1018.86,20.38,Regular Air,3.9,British Columbia,Corporate,Furniture,Office Furnishings,Wrap Bag,4/16/2017
37443,4/14/2017,Not Specified,50,3070.30,61.41,Regular Air,4.3,Nova Scotia,Small Business,Office Supplies,Appliances,Small Box,4/14/2017
47524,4/14/2017,Medium,40,263.03,6.58,Regular Air,1.4,Saskachewan,Corporate,Office Supplies,Paper,Wrap Bag,4/14/2017
37318,4/14/2017,Medium,32,1103.42,34.48,Regular Air,21.4,Ontario,Consumer,Furniture,Office Furnishings,Small Box,4/16/2017
19559,4/14/2017,High,31,279.02,9.00,Regular Air,5.2,Alberta,Small Business,Office Supplies,Paper,Small Box,4/16/2017
16932,4/14/2017,Critical,25,154.98,6.20,Regular Air,8.7,Northwest Territories,Consumer,Office Supplies,Paper,Small Box,4/15/2017
37443,4/14/2017,Not Specified,21,2324.79,110.70,Regular Air,2.7,Quebec,Small Business,Technology,Telephones and Communication,Small Box,4/16/2017
16932,4/14/2017,Critical,20,136.06,6.80,Regular Air,1.7,Northwest Territories,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,4/14/2017
19559,4/14/2017,High,18,2616.38,145.35,Express Air,9.6,Alberta,Small Business,Technology,Telephones and Communication,Small Box,4/15/2017
19559,4/14/2017,High,14,1104.27,78.88,Express Air,1.1,Alberta,Small Business,Technology,Telephones and Communication,Wrap Bag,4/17/2017
18465,4/14/2017,High,12,873.37,72.78,Regular Air,37.5,Ontario,Small Business,Office Supplies,Storage & Organization,Large Box,4/16/2017
47524,4/14/2017,Medium,8,287.98,36.00,Regular Air,9.7,Alberta,Corporate,Technology,Computer Peripherals,Small Box,4/16/2017
22629,4/14/2017,Low,5,391.55,78.31,Regular Air,15.5,British Columbia,Small Business,Technology,Computer Peripherals,Small Box,4/19/2017
21063,4/14/2018,Low,49,403.41,8.23,Regular Air,2.5,Manitoba,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,4/18/2018
21063,4/14/2018,Low,48,7852.99,163.60,Delivery Truck,55.6,Manitoba,Consumer,Furniture,Tables,Jumbo Box,4/14/2018
24646,4/14/2018,Not Specified,46,708.89,15.41,Regular Air,1.5,Saskachewan,Small Business,Office Supplies,Envelopes,Small Box,4/15/2018
29510,4/14/2018,Critical,22,6552.62,297.85,Delivery Truck,44.8,Northwest Territories,Home Office,Furniture,Bookcases,Jumbo Box,4/16/2018
24646,4/14/2018,Not Specified,21,65.46,3.12,Regular Air,0.7,Saskachewan,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,4/16/2018
21444,4/14/2018,Medium,17,36.55,2.15,Regular Air,0.7,Manitoba,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,4/15/2018
52293,4/14/2018,High,4,33.32,8.33,Regular Air,6.3,Alberta,Consumer,Office Supplies,Paper,Small Box,4/15/2018
56161,4/14/2019,High,38,1609.52,42.36,Express Air,11,Manitoba,Home Office,Technology,Computer Peripherals,Small Box,4/16/2019
52007,4/14/2019,Medium,25,73.34,2.93,Regular Air,0.5,Ontario,Consumer,Office Supplies,Labels,Small Box,4/14/2019
52007,4/14/2019,Medium,19,11075.58,582.93,Delivery Truck,48.9,Ontario,Consumer,Furniture,Tables,Jumbo Box,4/15/2019
59905,4/14/2019,High,19,170.39,8.97,Regular Air,2.1,British Columbia,Small Business,Technology,Computer Peripherals,Small Pack,4/16/2019
59905,4/14/2019,High,6,52.18,8.70,Regular Air,1.8,British Columbia,Small Business,Office Supplies,Paper,Wrap Bag,4/16/2019
59905,4/14/2019,High,5,28.36,5.67,Express Air,1.3,British Columbia,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,4/15/2019
38310,4/14/2019,High,4,66.82,16.71,Regular Air,52.4,Prince Edward Island,Corporate,Office Supplies,Appliances,Large Box,4/17/2019
43043,4/14/2019,Critical,4,967.41,241.85,Regular Air,12.6,British Columbia,Corporate,Office Supplies,Appliances,Medium Box,4/16/2019
8609,4/14/2019,Critical,4,77.04,19.26,Regular Air,2.7,Alberta,Corporate,Technology,Telephones and Communication,Wrap Bag,4/15/2019
96,4/15/2016,High,37,4449.19,120.25,Regular Air,9.6,Manitoba,Home Office,Technology,Telephones and Communication,Small Box,4/17/2016
50337,4/15/2016,Not Specified,37,131.60,3.56,Express Air,1.6,British Columbia,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,4/16/2016
19584,4/15/2016,Critical,6,15553.31,2592.22,Delivery Truck,31.8,Ontario,Corporate,Technology,Office Machines,Jumbo Drum,4/16/2016
50337,4/15/2016,Not Specified,6,15766.14,2627.69,Delivery Truck,31.8,British Columbia,Consumer,Technology,Office Machines,Jumbo Drum,4/17/2016
6661,4/15/2017,Low,47,20570.66,437.67,Delivery Truck,52.4,Alberta,Small Business,Technology,Copiers and Fax,Jumbo Drum,4/19/2017
6661,4/15/2017,Low,39,833.12,21.36,Regular Air,6.6,Alberta,Small Business,Furniture,Office Furnishings,Small Pack,4/22/2017
772,4/15/2017,High,35,630.49,18.01,Regular Air,8.7,Quebec,Consumer,Office Supplies,Appliances,Medium Box,4/17/2017
23232,4/15/2017,High,31,165.04,5.32,Regular Air,0.5,Manitoba,Home Office,Office Supplies,Labels,Small Box,4/16/2017
772,4/15/2017,High,25,249.36,9.97,Regular Air,1.5,Quebec,Consumer,Office Supplies,Envelopes,Small Box,4/17/2017
56321,4/15/2017,Critical,24,145.39,6.06,Regular Air,6,Nova Scotia,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,4/17/2017
23232,4/15/2017,High,20,150.13,7.51,Regular Air,9.4,Manitoba,Home Office,Office Supplies,Paper,Small Box,4/15/2017
23232,4/15/2017,High,15,657.14,43.81,Express Air,7.6,Manitoba,Home Office,Technology,Computer Peripherals,Small Box,4/16/2017
41157,4/15/2018,Medium,39,4124.21,105.75,Regular Air,6.2,British Columbia,Home Office,Furniture,Office Furnishings,Medium Box,4/17/2018
45248,4/15/2018,Medium,38,165.69,4.36,Regular Air,5.5,Manitoba,Corporate,Office Supplies,Appliances,Small Box,4/17/2018
45248,4/15/2018,Medium,32,5287.70,165.24,Regular Air,9.6,Manitoba,Corporate,Technology,Telephones and Communication,Small Box,4/17/2018
40770,4/15/2018,Low,19,232.93,12.26,Regular Air,6.5,Alberta,Home Office,Office Supplies,Appliances,Medium Box,4/20/2018
47367,4/15/2018,Medium,7,29.95,4.28,Regular Air,1.6,British Columbia,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,4/15/2018
47367,4/15/2018,Medium,6,22.54,3.76,Regular Air,0.5,British Columbia,Corporate,Office Supplies,Labels,Small Box,4/16/2018
54183,4/15/2019,Critical,32,2967.87,92.75,Express Air,5.9,Ontario,Corporate,Technology,Computer Peripherals,Small Box,4/17/2019
20615,4/15/2019,Medium,29,161.67,5.57,Express Air,3.2,Yukon,Home Office,Office Supplies,Paper,Wrap Bag,4/16/2019
44071,4/15/2019,Not Specified,20,1244.54,62.23,Regular Air,9.6,Northwest Territories,Corporate,Technology,Telephones and Communication,Small Box,4/16/2019
44071,4/15/2019,Not Specified,19,118.42,6.23,Regular Air,5.3,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,4/16/2019
1344,4/15/2019,Low,18,2654.58,147.48,Regular Air,9.6,Nunavut,Corporate,Technology,Telephones and Communication,Small Box,4/19/2019
1344,4/15/2019,Low,15,893.35,59.56,Regular Air,5.6,Nunavut,Corporate,Technology,Telephones and Communication,Small Box,4/22/2019
28871,4/15/2019,High,10,58.87,5.89,Regular Air,5.5,Northwest Territories,Small Business,Technology,Computer Peripherals,Small Pack,4/15/2019
54183,4/15/2019,Critical,9,121.86,13.54,Regular Air,9.6,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,4/16/2019
1826,4/15/2019,Not Specified,5,30.30,6.06,Regular Air,5.1,Ontario,Corporate,Office Supplies,Paper,Small Box,4/16/2019
2756,4/16/2016,Critical,42,265.94,6.33,Regular Air,0.5,Yukon,Small Business,Office Supplies,Labels,Small Box,4/16/2016
